Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
2008.0,0.2,0.0,0.0,0.02
2012.0,0.11,0.09,0.0,0.03
2002.0,0.11,0.09,0.0,0.03
2008.0,0.2,0.01,0.0,0.02
2006.0,0.2,0.01,0.0,0.02
2011.0,0.0,0.0,0.22,0.0
2008.0,0.1,0.0,0.0,0.12
2006.0,0.18,0.03,0.0,0.02
2004.0,0.17,0.05,0.0,0.01
2013.0,0.0,0.0,0.22,0.0
2005.0,0.11,0.09,0.0,0.03
2013.0,0.12,0.04,0.05,0.02
2001.0,0.16,0.06,0.0,0.0
2013.0,0.12,0.09,0.0,0.02
1997.0,0.0,0.0,0.22,0.0
2003.0,0.17,0.04,0.0,0.01
1981.0,0.21,0.01,0.0,0.0
1982.0,0.21,0.01,0.0,0.0
1981.0,0.21,0.01,0.0,0.0
2009.0,0.14,0.0,0.08,0.01
2010.0,0.17,0.03,0.0,0.02
2007.0,0.0,0.0,0.22,0.0
2009.0,0.13,0.06,0.0,0.03
2011.0,0.0,0.0,0.22,0.0
2010.0,0.21,0.0,0.0,0.01
2004.0,0.17,0.05,0.0,0.01
2002.0,0.11,0.09,0.0,0.03
2004.0,0.11,0.09,0.0,0.03
2005.0,0.0,0.0,0.22,0.0
2015.0,0.13,0.07,0.0,0.02
2008.0,0.21,0.0,0.0,0.01
2010.0,0.13,0.06,0.0,0.04
2013.0,0.0,0.0,0.22,0.0
2002.0,0.17,0.04,0.0,0.01
2009.0,0.2,0.01,0.0,0.02
2008.0,0.01,0.0,0.0,0.21
2011.0,0.21,0.0,0.0,0.02
2011.0,0.0,0.0,0.22,0.0
2001.0,0.11,0.04,0.06,0.0
2008.0,0.1,0.0,0.11,0.01
2005.0,0.11,0.09,0.0,0.03
2004.0,0.17,0.04,0.0,0.01
2004.0,0.16,0.06,0.0,0.0
2005.0,0.16,0.06,0.0,0.0
2008.0,0.21,0.0,0.0,0.02
2010.0,0.05,0.13,0.0,0.04
2011.0,0.14,0.0,0.07,0.01
2009.0,0.19,0.02,0.0,0.02
2016.0,0.09,0.08,0.01,0.04
,0.0,0.17,0.0,0.05
2013.0,0.06,0.04,0.1,0.02
2010.0,0.13,0.07,0.0,0.02
1981.0,0.21,0.01,0.0,0.0
1992.0,0.0,0.0,0.22,0.0
1998.0,0.12,0.08,0.0,0.01
2007.0,0.18,0.02,0.0,0.02
1996.0,0.12,0.08,0.0,0.01
2006.0,0.19,0.01,0.0,0.02
2004.0,0.03,0.02,0.17,0.01
2008.0,0.2,0.0,0.0,0.02
2002.0,0.07,0.06,0.08,0.02
2008.0,0.2,0.0,0.0,0.02
2003.0,0.0,0.0,0.22,0.0
2011.0,0.14,0.07,0.0,0.02
2011.0,0.19,0.01,0.0,0.01
2006.0,0.2,0.0,0.0,0.02
2004.0,0.16,0.06,0.0,0.0
2012.0,0.07,0.13,0.0,0.03
2013.0,0.07,0.1,0.0,0.04
2007.0,0.03,0.12,0.0,0.07
2014.0,0.03,0.13,0.02,0.04
2010.0,0.19,0.02,0.0,0.01
2008.0,0.2,0.01,0.0,0.02
2008.0,0.16,0.01,0.03,0.02
1999.0,0.12,0.08,0.0,0.01
2010.0,0.12,0.08,0.0,0.02
2004.0,0.16,0.06,0.0,0.0
2007.0,0.09,0.08,0.0,0.05
2013.0,0.05,0.04,0.12,0.02
2015.0,0.12,0.08,0.0,0.02
2012.0,0.09,0.1,0.0,0.04
,0.05,0.14,0.0,0.03
2004.0,0.16,0.06,0.0,0.0
2009.0,0.2,0.0,0.0,0.02
2014.0,0.09,0.09,0.0,0.04
2004.0,0.16,0.06,0.0,0.0
2009.0,0.09,0.1,0.0,0.02
2004.0,0.16,0.05,0.0,0.01
2016.0,0.0,0.0,0.22,0.0
2002.0,0.17,0.04,0.0,0.01
2014.0,0.11,0.09,0.0,0.02
2000.0,0.18,0.04,0.0,0.0
2000.0,0.14,0.03,0.05,0.0
1996.0,0.0,0.0,0.22,0.0
1999.0,0.18,0.04,0.0,0.0
2000.0,0.18,0.04,0.0,0.0
2009.0,0.0,0.0,0.22,0.0
2008.0,0.17,0.03,0.0,0.02
2004.0,0.17,0.04,0.0,0.01
2009.0,0.2,0.0,0.0,0.02
2009.0,0.21,0.0,0.0,0.01
2002.0,0.11,0.08,0.0,0.03
2007.0,0.03,0.18,0.0,0.01
1996.0,0.12,0.08,0.0,0.01
2008.0,0.04,0.0,0.17,0.0
2007.0,0.2,0.0,0.0,0.02
2009.0,0.15,0.02,0.03,0.02
2002.0,0.16,0.05,0.0,0.01
2009.0,0.11,0.09,0.0,0.02
1998.0,0.12,0.08,0.0,0.01
2009.0,0.17,0.03,0.0,0.02
2004.0,0.16,0.05,0.0,0.01
2011.0,0.13,0.07,0.0,0.02
1998.0,0.05,0.03,0.12,0.01
2016.0,0.0,0.0,0.22,0.0
2001.0,0.17,0.04,0.0,0.01
2004.0,0.11,0.08,0.0,0.03
2001.0,0.11,0.08,0.0,0.03
2000.0,0.0,0.0,0.22,0.0
2008.0,0.19,0.01,0.0,0.02
2009.0,0.07,0.06,0.07,0.01
2011.0,0.11,0.09,0.0,0.02
2015.0,0.1,0.08,0.0,0.04
2008.0,0.0,0.0,0.22,0.0
2005.0,0.17,0.04,0.0,0.01
2011.0,0.2,0.0,0.0,0.01
2015.0,0.1,0.08,0.0,0.04
2009.0,0.2,0.0,0.0,0.02
2009.0,0.11,0.01,0.0,0.1
2001.0,0.11,0.08,0.0,0.03
1997.0,0.0,0.0,0.22,0.0
2008.0,0.2,0.0,0.0,0.02
2006.0,0.19,0.01,0.0,0.02
2011.0,0.12,0.07,0.0,0.03
2006.0,0.11,0.08,0.0,0.03
2009.0,0.01,0.19,0.0,0.02
2015.0,0.1,0.04,0.06,0.01
2003.0,0.11,0.08,0.0,0.03
2002.0,0.16,0.06,0.0,0.0
2012.0,0.12,0.02,0.06,0.01
2005.0,0.2,0.0,0.0,0.02
2003.0,0.16,0.06,0.0,0.0
2009.0,0.08,0.0,0.13,0.01
2007.0,0.0,0.0,0.22,0.0
2002.0,0.11,0.08,0.0,0.03
2006.0,0.2,0.0,0.0,0.02
2006.0,0.0,0.0,0.22,0.0
2002.0,0.17,0.04,0.0,0.01
2015.0,0.09,0.1,0.0,0.04
2001.0,0.12,0.08,0.0,0.01
2005.0,0.0,0.0,0.22,0.0
2003.0,0.16,0.06,0.0,0.0
2008.0,0.2,0.0,0.0,0.02
2008.0,0.0,0.0,0.22,0.0
1999.0,0.12,0.08,0.0,0.01
1999.0,0.12,0.08,0.0,0.01
2013.0,0.07,0.06,0.06,0.03
2008.0,0.19,0.01,0.0,0.02
2015.0,0.14,0.05,0.01,0.02
2010.0,0.05,0.13,0.0,0.04
2013.0,0.14,0.05,0.0,0.03
2004.0,0.17,0.04,0.0,0.01
1995.0,0.0,0.0,0.22,0.0
2003.0,0.15,0.06,0.0,0.0
2008.0,0.0,0.2,0.0,0.01
2002.0,0.15,0.06,0.0,0.0
2005.0,0.17,0.04,0.0,0.01
2013.0,0.06,0.13,0.0,0.02
2006.0,0.19,0.01,0.0,0.02
1993.0,0.0,0.0,0.22,0.0
2010.0,0.11,0.07,0.0,0.03
2015.0,0.0,0.07,0.13,0.02
2002.0,0.11,0.08,0.0,0.03
2012.0,0.13,0.03,0.04,0.01
2003.0,0.0,0.19,0.0,0.02
2012.0,0.0,0.0,0.22,0.0
2008.0,0.17,0.02,0.02,0.02
2015.0,0.03,0.13,0.03,0.03
2008.0,0.12,0.04,0.05,0.01
2014.0,0.1,0.1,0.0,0.02
2000.0,0.12,0.08,0.0,0.01
2001.0,0.11,0.08,0.0,0.03
2008.0,0.12,0.0,0.08,0.01
2001.0,0.12,0.08,0.0,0.01
2006.0,0.1,0.03,0.06,0.03
2010.0,0.2,0.0,0.0,0.02
2013.0,0.07,0.09,0.0,0.05
2004.0,0.11,0.08,0.0,0.03
1996.0,0.12,0.08,0.0,0.01
2011.0,0.0,0.16,0.0,0.05
2005.0,0.17,0.04,0.0,0.01
2004.0,0.11,0.08,0.0,0.03
2005.0,0.2,0.0,0.0,0.02
2009.0,0.11,0.08,0.0,0.03
1997.0,0.0,0.0,0.21,0.0
2011.0,0.16,0.04,0.0,0.02
2007.0,0.09,0.0,0.11,0.01
1997.0,0.0,0.0,0.21,0.0
2007.0,0.0,0.0,0.21,0.0
2002.0,0.03,0.02,0.15,0.01
1997.0,0.0,0.0,0.21,0.0
2010.0,0.0,0.19,0.0,0.03
2008.0,0.2,0.0,0.0,0.02
2011.0,0.08,0.08,0.03,0.02
2013.0,0.09,0.02,0.08,0.03
2008.0,0.1,0.08,0.0,0.03
2006.0,0.2,0.0,0.0,0.02
2014.0,0.12,0.07,0.0,0.02
2011.0,0.18,0.02,0.0,0.01
2006.0,0.17,0.04,0.0,0.01
1999.0,0.12,0.08,0.0,0.01
2010.0,0.11,0.07,0.0,0.04
2008.0,0.1,0.08,0.0,0.04
2000.0,0.1,0.08,0.0,0.03
2012.0,0.0,0.0,0.21,0.0
2004.0,0.1,0.08,0.0,0.03
2007.0,0.2,0.0,0.0,0.02
2006.0,0.0,0.0,0.21,0.0
2002.0,0.15,0.06,0.0,0.0
,0.1,0.08,0.0,0.03
2003.0,0.16,0.05,0.0,0.01
2010.0,0.0,0.0,0.21,0.0
2002.0,0.1,0.08,0.0,0.03
2005.0,0.19,0.01,0.0,0.02
2011.0,0.11,0.07,0.0,0.03
2009.0,0.19,0.01,0.0,0.02
2002.0,0.16,0.05,0.0,0.01
2009.0,0.14,0.06,0.0,0.02
2009.0,0.12,0.07,0.0,0.02
2008.0,0.19,0.0,0.0,0.02
2005.0,0.16,0.05,0.0,0.01
2004.0,0.16,0.05,0.0,0.01
2005.0,0.1,0.08,0.0,0.03
2010.0,0.07,0.12,0.0,0.02
2004.0,0.1,0.08,0.0,0.03
2005.0,0.2,0.0,0.0,0.02
2014.0,0.05,0.11,0.01,0.04
,0.2,0.01,0.0,0.0
,0.2,0.01,0.0,0.0
1981.0,0.2,0.01,0.0,0.0
2011.0,0.0,0.18,0.0,0.04
2011.0,0.1,0.03,0.07,0.01
2015.0,0.12,0.08,0.0,0.02
2010.0,0.17,0.03,0.0,0.01
2009.0,0.11,0.07,0.0,0.03
2007.0,0.18,0.01,0.0,0.02
2004.0,0.1,0.08,0.0,0.03
2001.0,0.1,0.08,0.0,0.03
2005.0,0.1,0.08,0.0,0.03
2003.0,0.0,0.0,0.21,0.01
,0.16,0.05,0.0,0.01
1996.0,0.0,0.0,0.2,0.01
2014.0,0.07,0.1,0.01,0.04
1995.0,0.0,0.0,0.21,0.0
2009.0,0.12,0.07,0.0,0.02
2014.0,0.09,0.03,0.08,0.01
2009.0,0.17,0.02,0.0,0.02
2008.0,0.19,0.01,0.0,0.02
2011.0,0.06,0.05,0.08,0.02
2000.0,0.12,0.08,0.0,0.01
2009.0,0.15,0.05,0.0,0.02
2005.0,0.16,0.05,0.0,0.01
2011.0,0.15,0.05,0.0,0.02
2005.0,0.18,0.01,0.0,0.02
2009.0,0.2,0.0,0.0,0.02
2005.0,0.0,0.0,0.21,0.0
2003.0,0.1,0.08,0.0,0.03
2003.0,0.16,0.04,0.0,0.01
2010.0,0.2,0.0,0.0,0.01
2009.0,0.2,0.0,0.0,0.01
2010.0,0.06,0.0,0.13,0.01
2002.0,0.1,0.08,0.0,0.03
2002.0,0.12,0.08,0.0,0.01
2001.0,0.09,0.07,0.03,0.02
,0.0,0.0,0.21,0.0
2003.0,0.16,0.05,0.0,0.01
2013.0,0.15,0.04,0.0,0.02
2007.0,0.19,0.0,0.0,0.02
2005.0,0.19,0.0,0.0,0.02
1997.0,0.17,0.04,0.0,0.0
1999.0,0.17,0.04,0.0,0.0
1998.0,0.17,0.04,0.0,0.0
2000.0,0.17,0.04,0.0,0.0
1999.0,0.17,0.04,0.0,0.0
1999.0,0.17,0.04,0.0,0.0
2012.0,0.13,0.07,0.0,0.02
2012.0,0.2,0.0,0.0,0.01
1996.0,0.0,0.0,0.2,0.01
2008.0,0.06,0.14,0.0,0.01
1996.0,0.0,0.0,0.21,0.0
2003.0,0.16,0.04,0.0,0.01
,0.0,0.15,0.01,0.05
1997.0,0.12,0.08,0.0,0.01
1999.0,0.12,0.08,0.0,0.01
2000.0,0.0,0.0,0.2,0.01
2004.0,0.0,0.0,0.2,0.01
2007.0,0.18,0.0,0.01,0.01
2009.0,0.12,0.05,0.02,0.02
2002.0,0.1,0.08,0.0,0.03
2004.0,0.17,0.04,0.0,0.01
2001.0,0.1,0.08,0.0,0.03
2008.0,0.1,0.08,0.0,0.03
2013.0,0.09,0.0,0.1,0.01
2005.0,0.16,0.04,0.0,0.01
2012.0,0.15,0.04,0.0,0.02
2006.0,0.0,0.0,0.21,0.0
2003.0,0.15,0.06,0.0,0.0
2010.0,0.08,0.04,0.07,0.01
2010.0,0.0,0.0,0.21,0.0
2002.0,0.13,0.04,0.03,0.01
2001.0,0.16,0.04,0.0,0.01
2010.0,0.12,0.07,0.0,0.02
2002.0,0.16,0.04,0.0,0.01
2009.0,0.18,0.01,0.0,0.01
1999.0,0.12,0.08,0.0,0.01
2000.0,0.1,0.08,0.0,0.03
2005.0,0.1,0.08,0.0,0.03
2008.0,0.19,0.0,0.0,0.02
2009.0,0.0,0.0,0.21,0.0
2000.0,0.12,0.08,0.0,0.01
2014.0,0.03,0.13,0.0,0.05
2014.0,0.03,0.12,0.0,0.05
2007.0,0.19,0.0,0.0,0.02
2008.0,0.19,0.0,0.0,0.01
2011.0,0.19,0.0,0.0,0.01
2006.0,0.0,0.0,0.21,0.0
2010.0,0.19,0.0,0.0,0.01
2005.0,0.1,0.08,0.0,0.03
2010.0,0.11,0.08,0.0,0.02
2007.0,0.19,0.0,0.0,0.02
2002.0,0.15,0.04,0.0,0.01
2011.0,0.11,0.07,0.0,0.03
1995.0,0.0,0.0,0.21,0.0
2008.0,0.19,0.0,0.0,0.02
2005.0,0.19,0.0,0.0,0.02
1998.0,0.0,0.0,0.19,0.01
2002.0,0.1,0.08,0.0,0.03
2006.0,0.0,0.0,0.21,0.0
2004.0,0.15,0.05,0.0,0.0
2010.0,0.0,0.0,0.21,0.0
2008.0,0.19,0.0,0.0,0.01
2001.0,0.09,0.03,0.08,0.0
2011.0,0.14,0.0,0.06,0.01
2012.0,0.15,0.04,0.0,0.01
2009.0,0.19,0.0,0.0,0.02
2002.0,0.04,0.03,0.12,0.01
2009.0,0.13,0.06,0.0,0.02
2002.0,0.16,0.04,0.0,0.01
2004.0,0.15,0.04,0.0,0.01
2012.0,0.0,0.0,0.21,0.0
2012.0,0.1,0.03,0.06,0.02
2009.0,0.1,0.08,0.0,0.02
2013.0,0.14,0.04,0.0,0.02
2011.0,0.0,0.0,0.21,0.0
2015.0,0.05,0.1,0.04,0.01
2000.0,0.11,0.08,0.0,0.01
2006.0,0.17,0.02,0.0,0.02
2005.0,0.16,0.04,0.0,0.01
2010.0,0.06,0.1,0.01,0.04
2012.0,0.0,0.0,0.21,0.0
2003.0,0.15,0.04,0.0,0.01
2002.0,0.15,0.05,0.0,0.0
2014.0,0.1,0.07,0.0,0.03
2006.0,0.18,0.0,0.0,0.02
2010.0,0.15,0.04,0.0,0.02
2016.0,0.02,0.06,0.11,0.02
1995.0,0.0,0.0,0.2,0.0
2009.0,0.19,0.0,0.0,0.01
2002.0,0.15,0.05,0.0,0.0
2010.0,0.19,0.0,0.0,0.01
2007.0,0.17,0.01,0.0,0.02
2004.0,0.15,0.05,0.0,0.0
2011.0,0.11,0.07,0.0,0.02
2000.0,0.0,0.0,0.2,0.0
2008.0,0.19,0.0,0.0,0.02
2011.0,0.19,0.0,0.0,0.01
2009.0,0.07,0.11,0.0,0.02
2014.0,0.17,0.02,0.0,0.02
2004.0,0.1,0.08,0.0,0.03
2011.0,0.16,0.03,0.0,0.01
1995.0,0.0,0.0,0.2,0.0
2005.0,0.1,0.08,0.0,0.03
2001.0,0.15,0.04,0.0,0.01
2009.0,0.17,0.02,0.0,0.02
2009.0,0.0,0.0,0.2,0.0
2010.0,0.11,0.08,0.0,0.02
2009.0,0.14,0.04,0.0,0.02
2007.0,0.0,0.0,0.2,0.0
2008.0,0.0,0.02,0.0,0.19
2011.0,0.09,0.09,0.0,0.03
2005.0,0.06,0.05,0.07,0.02
2005.0,0.15,0.04,0.0,0.01
2011.0,0.15,0.03,0.0,0.02
2006.0,0.06,0.0,0.14,0.01
2000.0,0.0,0.0,0.2,0.0
2002.0,0.14,0.04,0.02,0.01
2008.0,0.16,0.02,0.01,0.02
2011.0,0.0,0.17,0.0,0.03
2006.0,0.15,0.04,0.0,0.01
2000.0,0.0,0.0,0.2,0.0
2011.0,0.09,0.09,0.0,0.03
2005.0,0.15,0.05,0.0,0.0
2005.0,0.1,0.08,0.0,0.03
1994.0,0.0,0.0,0.2,0.0
2012.0,0.0,0.0,0.2,0.0
2013.0,0.05,0.05,0.09,0.02
2014.0,0.06,0.05,0.08,0.02
2009.0,0.0,0.19,0.0,0.01
2008.0,0.1,0.08,0.0,0.03
2006.0,0.1,0.08,0.0,0.03
2003.0,0.0,0.0,0.2,0.0
2011.0,0.04,0.05,0.1,0.02
2012.0,0.06,0.08,0.05,0.01
2008.0,0.0,0.2,0.0,0.0
2011.0,0.17,0.02,0.0,0.01
2010.0,0.19,0.0,0.0,0.02
2015.0,0.14,0.05,0.0,0.02
2009.0,0.0,0.19,0.0,0.01
2004.0,0.1,0.08,0.0,0.03
2005.0,0.16,0.04,0.0,0.01
1996.0,0.0,0.0,0.2,0.0
1994.0,0.0,0.0,0.2,0.0
2002.0,0.15,0.04,0.0,0.01
2009.0,0.13,0.03,0.03,0.02
2009.0,0.16,0.02,0.0,0.02
2011.0,0.06,0.04,0.08,0.02
2004.0,0.1,0.08,0.0,0.03
2009.0,0.16,0.03,0.0,0.02
2003.0,0.0,0.0,0.2,0.01
2015.0,0.1,0.08,0.0,0.02
2003.0,0.14,0.05,0.0,0.0
2001.0,0.09,0.07,0.02,0.02
2016.0,0.09,0.1,0.0,0.02
2010.0,0.0,0.15,0.0,0.05
2004.0,0.1,0.08,0.0,0.03
2009.0,0.17,0.02,0.0,0.01
2000.0,0.0,0.0,0.2,0.0
2011.0,0.0,0.03,0.16,0.01
2007.0,0.17,0.01,0.0,0.02
2003.0,0.14,0.05,0.0,0.0
2011.0,0.1,0.07,0.0,0.03
2012.0,0.18,0.0,0.0,0.02
2004.0,0.16,0.04,0.0,0.01
2016.0,0.13,0.04,0.0,0.04
1996.0,0.0,0.0,0.2,0.0
2011.0,0.13,0.06,0.0,0.02
2012.0,0.0,0.0,0.2,0.0
2002.0,0.15,0.04,0.0,0.01
2003.0,0.14,0.05,0.0,0.0
2011.0,0.0,0.0,0.2,0.0
2006.0,0.15,0.04,0.0,0.01
2003.0,0.0,0.0,0.2,0.0
2009.0,0.19,0.0,0.0,0.01
2002.0,0.16,0.04,0.0,0.01
2008.0,0.02,0.0,0.18,0.0
2005.0,0.1,0.08,0.0,0.03
2001.0,0.14,0.05,0.0,0.0
1996.0,0.06,0.04,0.09,0.01
2005.0,0.1,0.02,0.07,0.01
2013.0,0.1,0.08,0.0,0.03
2009.0,0.19,0.0,0.0,0.01
2009.0,0.19,0.0,0.0,0.01
2009.0,0.19,0.0,0.0,0.01
2010.0,0.1,0.07,0.02,0.02
2010.0,0.1,0.08,0.0,0.02
1997.0,0.11,0.08,0.0,0.01
2007.0,0.18,0.0,0.0,0.02
2009.0,0.12,0.05,0.0,0.03
2009.0,0.1,0.08,0.0,0.03
2012.0,0.14,0.04,0.01,0.02
2004.0,0.15,0.04,0.0,0.01
1998.0,0.11,0.08,0.0,0.01
2011.0,0.0,0.0,0.2,0.0
2010.0,0.1,0.04,0.04,0.02
2010.0,0.07,0.11,0.0,0.02
2015.0,0.1,0.09,0.0,0.02
2013.0,0.1,0.08,0.0,0.02
2003.0,0.15,0.04,0.0,0.01
2010.0,0.13,0.06,0.0,0.02
2004.0,0.06,0.12,0.0,0.02
2003.0,0.1,0.08,0.0,0.03
2005.0,0.15,0.04,0.0,0.01
2000.0,0.16,0.04,0.0,0.0
,0.0,0.0,0.17,0.03
1999.0,0.06,0.13,0.0,0.01
1997.0,0.13,0.02,0.05,0.0
1998.0,0.16,0.04,0.0,0.0
2000.0,0.16,0.04,0.0,0.0
2000.0,0.16,0.04,0.0,0.0
1998.0,0.16,0.04,0.0,0.0
2000.0,0.16,0.04,0.0,0.0
1999.0,0.0,0.0,0.2,0.0
1996.0,0.16,0.04,0.0,0.0
2006.0,0.18,0.0,0.0,0.02
2003.0,0.15,0.04,0.0,0.01
2010.0,0.0,0.0,0.2,0.0
2011.0,0.14,0.04,0.0,0.02
2012.0,0.16,0.0,0.03,0.01
2008.0,0.16,0.03,0.0,0.02
2005.0,0.18,0.0,0.0,0.02
2015.0,0.09,0.08,0.0,0.03
2002.0,0.0,0.0,0.2,0.0
2005.0,0.14,0.05,0.0,0.0
2008.0,0.1,0.08,0.0,0.03
2013.0,0.06,0.02,0.1,0.01
1999.0,0.0,0.0,0.19,0.01
2010.0,0.15,0.04,0.0,0.01
2010.0,0.0,0.17,0.0,0.03
2011.0,0.08,0.09,0.0,0.04
2012.0,0.07,0.1,0.0,0.03
2009.0,0.1,0.08,0.0,0.03
2002.0,0.15,0.04,0.0,0.01
1996.0,0.0,0.0,0.2,0.0
2006.0,0.14,0.02,0.02,0.02
2005.0,0.15,0.04,0.0,0.01
1994.0,0.0,0.0,0.2,0.0
,0.02,0.15,0.0,0.02
2013.0,0.0,0.0,0.2,0.0
2009.0,0.14,0.04,0.0,0.02
2016.0,0.05,0.11,0.01,0.03
2010.0,0.12,0.05,0.0,0.02
2007.0,0.1,0.08,0.0,0.03
2000.0,0.0,0.0,0.2,0.0
1996.0,0.02,0.01,0.16,0.01
2008.0,0.18,0.0,0.0,0.01
2011.0,0.12,0.06,0.0,0.02
2014.0,0.05,0.13,0.0,0.02
2004.0,0.15,0.04,0.0,0.01
2004.0,0.15,0.04,0.0,0.01
2013.0,0.0,0.0,0.2,0.0
2005.0,0.1,0.08,0.0,0.03
2008.0,0.0,0.2,0.0,0.0
2007.0,0.18,0.01,0.0,0.01
2011.0,0.04,0.08,0.05,0.03
2008.0,0.1,0.02,0.07,0.01
2003.0,0.1,0.08,0.0,0.03
2011.0,0.19,0.0,0.0,0.01
2001.0,0.15,0.04,0.0,0.01
2009.0,0.18,0.0,0.0,0.01
2012.0,0.0,0.0,0.2,0.0
2016.0,0.0,0.0,0.2,0.0
2002.0,0.15,0.04,0.0,0.01
2008.0,0.18,0.0,0.01,0.01
2008.0,0.12,0.06,0.0,0.02
2007.0,0.16,0.01,0.0,0.02
2004.0,0.0,0.0,0.2,0.0
2004.0,0.1,0.08,0.0,0.03
2008.0,0.18,0.0,0.0,0.01
2005.0,0.17,0.01,0.0,0.02
1995.0,0.11,0.07,0.0,0.01
2014.0,0.07,0.1,0.0,0.02
2006.0,0.17,0.01,0.0,0.02
2003.0,0.15,0.04,0.0,0.01
2006.0,0.09,0.0,0.09,0.01
2014.0,0.1,0.09,0.0,0.02
2004.0,0.1,0.08,0.0,0.03
1991.0,0.0,0.0,0.2,0.0
2008.0,0.18,0.0,0.0,0.01
2013.0,0.07,0.08,0.03,0.01
2009.0,0.18,0.0,0.0,0.01
2002.0,0.1,0.08,0.0,0.03
2006.0,0.18,0.0,0.0,0.01
2011.0,0.18,0.0,0.0,0.01
2003.0,0.14,0.05,0.0,0.0
2005.0,0.1,0.08,0.0,0.03
2010.0,0.0,0.0,0.2,0.0
2008.0,0.08,0.0,0.11,0.01
2011.0,0.0,0.0,0.2,0.0
2002.0,0.0,0.0,0.18,0.01
2005.0,0.18,0.0,0.0,0.01
2007.0,0.16,0.02,0.0,0.02
2007.0,0.14,0.05,0.0,0.0
2002.0,0.14,0.05,0.0,0.0
2007.0,0.17,0.01,0.0,0.02
2004.0,0.15,0.04,0.0,0.01
2002.0,0.15,0.04,0.0,0.01
2000.0,0.11,0.07,0.0,0.01
2001.0,0.14,0.05,0.0,0.0
2008.0,0.05,0.13,0.0,0.02
2009.0,0.15,0.03,0.0,0.02
2011.0,0.0,0.0,0.2,0.0
2006.0,0.0,0.0,0.2,0.0
2002.0,0.15,0.04,0.0,0.01
2006.0,0.18,0.0,0.0,0.02
2004.0,0.15,0.04,0.0,0.01
2002.0,0.14,0.05,0.0,0.01
2012.0,0.0,0.0,0.2,0.0
2011.0,0.15,0.03,0.0,0.01
,0.05,0.11,0.0,0.03
2016.0,0.13,0.0,0.05,0.02
2005.0,0.1,0.07,0.0,0.03
2009.0,0.15,0.0,0.03,0.01
2012.0,0.18,0.0,0.0,0.01
2005.0,0.1,0.07,0.0,0.03
2009.0,0.0,0.17,0.0,0.03
2008.0,0.18,0.0,0.0,0.01
2013.0,0.06,0.03,0.08,0.02
2015.0,0.04,0.12,0.0,0.03
2001.0,0.1,0.07,0.0,0.02
2008.0,0.07,0.05,0.05,0.02
2003.0,0.1,0.07,0.0,0.02
2002.0,0.14,0.05,0.0,0.0
2008.0,0.16,0.0,0.02,0.01
2012.0,0.02,0.13,0.0,0.04
2008.0,0.18,0.0,0.0,0.01
2008.0,0.18,0.0,0.0,0.01
2008.0,0.05,0.12,0.0,0.03
2002.0,0.15,0.04,0.0,0.01
2005.0,0.1,0.07,0.0,0.02
2003.0,0.14,0.05,0.0,0.0
2006.0,0.07,0.06,0.04,0.02
2012.0,0.15,0.03,0.0,0.02
2013.0,0.06,0.11,0.0,0.02
1996.0,0.0,0.0,0.18,0.01
2012.0,0.11,0.06,0.01,0.02
2014.0,0.07,0.08,0.0,0.04
2008.0,0.08,0.09,0.0,0.02
2010.0,0.1,0.07,0.0,0.03
2009.0,0.13,0.04,0.0,0.02
2005.0,0.1,0.07,0.0,0.02
2009.0,0.13,0.0,0.06,0.01
2009.0,0.18,0.0,0.0,0.01
2005.0,0.0,0.0,0.19,0.0
2008.0,0.07,0.03,0.08,0.01
2009.0,0.18,0.0,0.0,0.01
1996.0,0.0,0.0,0.19,0.0
2001.0,0.14,0.05,0.0,0.0
2008.0,0.17,0.01,0.0,0.01
2012.0,0.0,0.0,0.19,0.0
2010.0,0.0,0.17,0.0,0.02
2006.0,0.15,0.04,0.0,0.01
2011.0,0.0,0.0,0.19,0.0
2006.0,0.16,0.02,0.0,0.02
2002.0,0.14,0.05,0.0,0.0
2009.0,0.0,0.0,0.19,0.0
1997.0,0.0,0.0,0.18,0.01
2015.0,0.05,0.13,0.0,0.01
1993.0,0.0,0.0,0.19,0.0
2011.0,0.1,0.04,0.04,0.01
2010.0,0.05,0.09,0.02,0.03
2004.0,0.14,0.04,0.0,0.01
2002.0,0.09,0.07,0.0,0.02
2011.0,0.1,0.06,0.0,0.03
2011.0,0.14,0.04,0.0,0.01
2009.0,0.18,0.0,0.0,0.01
2010.0,0.11,0.07,0.0,0.02
2008.0,0.11,0.02,0.05,0.01
2005.0,0.16,0.01,0.0,0.02
2009.0,0.17,0.01,0.0,0.01
2009.0,0.13,0.03,0.0,0.03
2015.0,0.0,0.0,0.19,0.0
2010.0,0.01,0.16,0.0,0.02
1996.0,0.0,0.0,0.19,0.0
2009.0,0.07,0.11,0.0,0.01
2010.0,0.06,0.11,0.0,0.02
2012.0,0.0,0.0,0.19,0.0
2006.0,0.17,0.01,0.0,0.01
2002.0,0.09,0.07,0.0,0.02
1996.0,0.0,0.0,0.19,0.0
2010.0,0.12,0.03,0.01,0.03
2010.0,0.16,0.02,0.0,0.02
2009.0,0.18,0.0,0.0,0.01
2003.0,0.0,0.0,0.19,0.0
1998.0,0.11,0.07,0.0,0.01
2013.0,0.13,0.0,0.04,0.02
1996.0,0.11,0.07,0.0,0.01
2010.0,0.0,0.15,0.0,0.04
