Year,Publisher,Global_Sales
2010.0,Take-Two Interactive,0.23
2015.0,Activision,0.23
2004.0,Take-Two Interactive,0.23
2011.0,Activision,0.23
2009.0,THQ,0.23
2001.0,Sony Computer Entertainment,0.23
2009.0,Activision Value,0.23
2002.0,Capcom,0.23
2014.0,Electronic Arts,0.23
2008.0,Capcom,0.23
2012.0,Deep Silver,0.23
2016.0,Square Enix,0.23
2011.0,THQ,0.23
2008.0,Ubisoft,0.23
2012.0,Namco Bandai Games,0.23
2007.0,Activision,0.23
1992.0,Nintendo,0.23
2003.0,Sega,0.23
2009.0,Tecmo Koei,0.23
2007.0,Activision,0.23
2011.0,THQ,0.23
2007.0,Nintendo,0.23
2005.0,Sony Computer Entertainment,0.23
2016.0,505 Games,0.23
2011.0,Activision,0.23
2009.0,Namco Bandai Games,0.23
1997.0,GT Interactive,0.23
2007.0,Activision,0.23
2008.0,Ubisoft,0.23
2009.0,Namco Bandai Games,0.23
2008.0,Sega,0.23
2006.0,Nintendo,0.23
2003.0,Eidos Interactive,0.23
2004.0,Capcom,0.23
2009.0,Activision,0.23
1996.0,Enix Corporation,0.23
2003.0,Electronic Arts,0.23
2005.0,Tomy Corporation,0.23
2003.0,Activision,0.23
2010.0,Konami Digital Entertainment,0.23
2007.0,Disney Interactive Studios,0.23
2006.0,Square Enix,0.23
1997.0,Psygnosis,0.23
2010.0,Konami Digital Entertainment,0.23
2008.0,THQ,0.23
1991.0,Nintendo,0.23
1998.0,GT Interactive,0.23
1999.0,Banpresto,0.23
2002.0,Electronic Arts,0.23
2003.0,Zoo Digital Publishing,0.23
2003.0,Midway Games,0.23
2009.0,Electronic Arts,0.23
2010.0,Disney Interactive Studios,0.23
1995.0,Ocean,0.23
2007.0,505 Games,0.23
1997.0,Virgin Interactive,0.23
2004.0,Zoo Digital Publishing,0.23
2008.0,Rising Star Games,0.23
2006.0,Namco Bandai Games,0.23
2006.0,Tecmo Koei,0.23
2012.0,Sony Computer Entertainment,0.23
2008.0,Electronic Arts,0.23
2010.0,D3Publisher,0.23
2003.0,Sony Computer Entertainment,0.23
2009.0,Nordcurrent,0.23
2004.0,THQ,0.23
2007.0,Sega,0.23
2007.0,Sony Computer Entertainment,0.23
2011.0,Ubisoft,0.23
2010.0,THQ,0.23
2008.0,MTV Games,0.23
1996.0,Nintendo,0.23
2002.0,Sony Computer Entertainment,0.23
2011.0,Scholastic Inc.,0.23
1998.0,Tomy Corporation,0.23
2015.0,Marvelous Interactive,0.23
2006.0,Namco Bandai Games,0.23
2002.0,Sony Computer Entertainment,0.23
1997.0,Ocean,0.23
2003.0,Kemco,0.23
2005.0,Electronic Arts,0.23
2014.0,Namco Bandai Games,0.23
2011.0,Disney Interactive Studios,0.23
2008.0,Ubisoft,0.23
2012.0,Take-Two Interactive,0.23
2002.0,Midway Games,0.22
2008.0,Electronic Arts,0.22
2006.0,Eidos Interactive,0.22
2011.0,Namco Bandai Games,0.22
2008.0,Midway Games,0.22
2006.0,Konami Digital Entertainment,0.22
2004.0,Electronic Arts,0.22
2013.0,Namco Bandai Games,0.22
2005.0,Sega,0.22
2013.0,Deep Silver,0.22
2001.0,Takara,0.22
2013.0,Namco Bandai Games,0.22
1997.0,Namco Bandai Games,0.22
2003.0,Acclaim Entertainment,0.22
1981.0,20th Century Fox Video Games,0.22
1982.0,Bomb,0.22
1981.0,Parker Bros.,0.22
2009.0,Falcom Corporation,0.22
2010.0,THQ,0.22
2007.0,Namco Bandai Games,0.22
2009.0,Disney Interactive Studios,0.22
2011.0,Level 5,0.22
2010.0,D3Publisher,0.22
2004.0,SCi,0.22
2002.0,Crave Entertainment,0.22
2004.0,Namco Bandai Games,0.22
2005.0,Hudson Soft,0.22
2015.0,Namco Bandai Games,0.22
2008.0,505 Games,0.22
2010.0,D3Publisher,0.22
2013.0,Sega,0.22
2002.0,Atari,0.22
2009.0,Ubisoft,0.22
2008.0,Capcom,0.22
2011.0,Electronic Arts,0.22
2011.0,Capcom,0.22
2001.0,Ubisoft,0.22
2008.0,GungHo,0.22
2005.0,Global Star,0.22
2004.0,Electronic Arts,0.22
2004.0,Nintendo,0.22
2005.0,THQ,0.22
2008.0,Ubisoft,0.22
2010.0,Capcom,0.22
2011.0,Marvelous Interactive,0.22
2009.0,Majesco Entertainment,0.22
2016.0,Take-Two Interactive,0.22
,Sony Computer Entertainment,0.22
2013.0,Tecmo Koei,0.22
2010.0,Avanquest,0.22
1981.0,Atari,0.22
1992.0,Hudson Soft,0.22
1998.0,Acclaim Entertainment,0.22
2007.0,Vivendi Games,0.22
1996.0,Acclaim Entertainment,0.22
2006.0,Midway Games,0.22
2004.0,Namco Bandai Games,0.22
2008.0,Ubisoft,0.22
2002.0,Capcom,0.22
2008.0,Activision,0.22
2003.0,Namco Bandai Games,0.22
2011.0,Sega,0.22
2011.0,THQ,0.22
2006.0,Activision,0.22
2004.0,Capcom,0.22
2012.0,Warner Bros. Interactive Entertainment,0.22
2013.0,Square Enix,0.22
2007.0,Vivendi Games,0.22
2014.0,Konami Digital Entertainment,0.22
2010.0,THQ,0.22
2008.0,AQ Interactive,0.22
2008.0,Ubisoft,0.22
1999.0,Mattel Interactive,0.22
2010.0,Ubisoft,0.22
2004.0,,0.22
2007.0,Empire Interactive,0.22
2013.0,Nippon Ichi Software,0.22
2015.0,Ubisoft,0.22
2012.0,Ubisoft,0.22
,Warner Bros. Interactive Entertainment,0.22
2004.0,Atari,0.22
2009.0,Ubisoft,0.22
2014.0,Telltale Games,0.22
2004.0,Electronic Arts,0.22
2009.0,Deep Silver,0.22
2004.0,Midway Games,0.22
2016.0,Square Enix,0.22
2002.0,THQ,0.22
2014.0,Activision,0.22
2000.0,Acclaim Entertainment,0.22
2000.0,Capcom,0.22
1996.0,Imagineer,0.22
1999.0,GT Interactive,0.22
2000.0,Namco Bandai Games,0.22
2009.0,Namco Bandai Games,0.22
2008.0,THQ,0.22
2004.0,Capcom,0.22
2009.0,Ubisoft,0.22
2009.0,Zoo Digital Publishing,0.22
2002.0,Acclaim Entertainment,0.22
2007.0,Avanquest,0.22
1996.0,Acclaim Entertainment,0.22
2008.0,Atari,0.22
2007.0,Eidos Interactive,0.22
2009.0,Kalypso Media,0.22
2002.0,Infogrames,0.22
2009.0,D3Publisher,0.22
1998.0,Fox Interactive,0.22
2009.0,Electronic Arts,0.22
2004.0,Eidos Interactive,0.22
2011.0,Bethesda Softworks,0.22
1998.0,Konami Digital Entertainment,0.22
2016.0,Namco Bandai Games,0.22
2001.0,Acclaim Entertainment,0.22
2004.0,505 Games,0.22
2001.0,Sammy Corporation,0.22
2000.0,Virgin Interactive,0.22
2008.0,Electronic Arts,0.22
2009.0,Sega,0.22
2011.0,Unknown,0.22
2015.0,Activision,0.22
2008.0,Namco Bandai Games,0.22
2005.0,Electronic Arts,0.22
2011.0,THQ,0.22
2015.0,Ubisoft,0.22
2009.0,Crave Entertainment,0.22
2009.0,Activision,0.22
2001.0,Acclaim Entertainment,0.22
1997.0,Nintendo,0.22
2008.0,Electronic Arts,0.22
2006.0,Sega,0.22
2011.0,Deep Silver,0.22
2006.0,Rising Star Games,0.22
2009.0,Electronic Arts,0.22
2015.0,Nintendo,0.22
2003.0,Electronic Arts,0.22
2002.0,Nintendo,0.22
2012.0,Nintendo,0.22
2005.0,Sony Computer Entertainment,0.22
2003.0,Tomy Corporation,0.22
2009.0,Atlus,0.22
2007.0,Tecmo Koei,0.22
2002.0,Activision,0.22
2006.0,Electronic Arts,0.22
2006.0,Konami Digital Entertainment,0.22
2002.0,Sega,0.22
2015.0,Nordic Games,0.22
2001.0,Take-Two Interactive,0.22
2005.0,Nintendo,0.22
2003.0,Zoo Digital Publishing,0.22
2008.0,THQ,0.22
2008.0,Konami Digital Entertainment,0.22
1999.0,Sony Computer Entertainment,0.22
1999.0,Electronic Arts,0.22
2013.0,Capcom,0.22
2008.0,Zoo Digital Publishing,0.22
2015.0,Nintendo,0.22
2010.0,Black Bean Games,0.22
2013.0,Electronic Arts,0.22
2004.0,THQ,0.22
1995.0,Sega,0.22
2003.0,Codemasters,0.22
2008.0,DTP Entertainment,0.22
2002.0,THQ,0.22
2005.0,Activision,0.22
2013.0,City Interactive,0.22
2006.0,Ubisoft,0.22
1993.0,Namco Bandai Games,0.22
2010.0,Activision,0.22
2015.0,Namco Bandai Games,0.22
2002.0,Eidos Interactive,0.22
2012.0,Namco Bandai Games,0.22
2003.0,CCP,0.22
2012.0,Namco Bandai Games,0.22
2008.0,Tecmo Koei,0.22
2015.0,Milestone S.r.l.,0.22
2008.0,Ignition Entertainment,0.22
2014.0,Square Enix,0.22
2000.0,Konami Digital Entertainment,0.21
2001.0,THQ,0.21
2008.0,Unknown,0.21
2001.0,Activision Value,0.21
2006.0,Ghostlight,0.21
2010.0,Nintendo,0.21
2013.0,PQube,0.21
2004.0,Ubisoft,0.21
1996.0,BMG Interactive Entertainment,0.21
2011.0,Sony Computer Entertainment,0.21
2005.0,Namco Bandai Games,0.21
2004.0,Eidos Interactive,0.21
2005.0,Sony Computer Entertainment,0.21
2009.0,Ubisoft,0.21
1997.0,Sega,0.21
2011.0,Activision,0.21
2007.0,Square Enix,0.21
1997.0,Kadokawa Shoten,0.21
2007.0,Namco Bandai Games,0.21
2002.0,Agetec,0.21
1997.0,Imagineer,0.21
2010.0,Nordic Games,0.21
2008.0,Atari,0.21
2011.0,Konami Digital Entertainment,0.21
2013.0,Nippon Ichi Software,0.21
2008.0,Warner Bros. Interactive Entertainment,0.21
2006.0,Take-Two Interactive,0.21
2014.0,Activision,0.21
2011.0,Activision,0.21
2006.0,THQ,0.21
1999.0,Electronic Arts,0.21
2010.0,THQ,0.21
2008.0,THQ,0.21
2000.0,Interplay,0.21
2012.0,Konami Digital Entertainment,0.21
2004.0,Ubisoft,0.21
2007.0,Electronic Arts,0.21
2006.0,Hudson Soft,0.21
2002.0,TDK Mediactive,0.21
,,0.21
2003.0,Gotham Games,0.21
2010.0,Namco Bandai Games,0.21
2002.0,Ubisoft,0.21
2005.0,Activision,0.21
2011.0,THQ,0.21
2009.0,Take-Two Interactive,0.21
2002.0,Universal Interactive,0.21
2009.0,Disney Interactive Studios,0.21
2009.0,THQ,0.21
2008.0,THQ,0.21
2005.0,Take-Two Interactive,0.21
2004.0,Activision,0.21
2005.0,Take-Two Interactive,0.21
2010.0,Deep Silver,0.21
2004.0,Konami Digital Entertainment,0.21
2005.0,Electronic Arts,0.21
2014.0,Codemasters,0.21
,Activision,0.21
,Sears,0.21
1981.0,Atari,0.21
2011.0,Unknown,0.21
2011.0,Konami Digital Entertainment,0.21
2015.0,Konami Digital Entertainment,0.21
2010.0,Electronic Arts,0.21
2009.0,Electronic Arts,0.21
2007.0,Ubisoft,0.21
2004.0,Capcom,0.21
2001.0,Electronic Arts,0.21
2005.0,Namco Bandai Games,0.21
2003.0,Tomy Corporation,0.21
,Unknown,0.21
1996.0,Pioneer LDC,0.21
2014.0,Activision,0.21
1995.0,Namco Bandai Games,0.21
2009.0,GSP,0.21
2014.0,Marvelous Entertainment,0.21
2009.0,THQ,0.21
2008.0,Disney Interactive Studios,0.21
2011.0,Tecmo Koei,0.21
2000.0,Acclaim Entertainment,0.21
2009.0,JoWood Productions,0.21
2005.0,Ubisoft,0.21
2011.0,Activision,0.21
2005.0,Ubisoft,0.21
2009.0,XS Games,0.21
2005.0,Square Enix,0.21
2003.0,Capcom,0.21
2003.0,THQ,0.21
2010.0,Namco Bandai Games,0.21
2009.0,Zoo Games,0.21
2010.0,Sony Computer Entertainment,0.21
2002.0,THQ,0.21
2002.0,TDK Mediactive,0.21
2001.0,Konami Digital Entertainment,0.21
,Sega,0.21
2003.0,Activision Value,0.21
2013.0,Disney Interactive Studios,0.21
2007.0,505 Games,0.21
2005.0,Activision,0.21
1997.0,Interplay,0.21
1999.0,Hasbro Interactive,0.21
1998.0,THQ,0.21
2000.0,Midway Games,0.21
1999.0,Crave Entertainment,0.21
1999.0,Virgin Interactive,0.21
2012.0,Nintendo,0.21
2012.0,Activision,0.21
1996.0,Seta Corporation,0.21
2008.0,Black Bean Games,0.21
1996.0,SNK,0.21
2003.0,Electronic Arts,0.21
,Black Bean Games,0.21
1997.0,On Demand,0.21
1999.0,SquareSoft,0.21
2000.0,Sony Computer Entertainment,0.21
2004.0,Konami Digital Entertainment,0.21
2007.0,Microsoft Game Studios,0.21
2009.0,Gamebridge,0.21
2002.0,Eidos Interactive,0.21
2004.0,Atari,0.21
2001.0,Electronic Arts,0.21
2008.0,Activision,0.21
2013.0,Nippon Ichi Software,0.21
2005.0,Electronic Arts,0.21
2012.0,Ubisoft,0.21
2006.0,Konami Digital Entertainment,0.21
2003.0,TDK Mediactive,0.21
2010.0,Nintendo,0.21
2010.0,Namco Bandai Games,0.21
2002.0,Sega,0.21
2001.0,Midway Games,0.21
2010.0,THQ,0.21
2002.0,Electronic Arts,0.21
2009.0,Zushi Games,0.21
1999.0,Psygnosis,0.21
2000.0,Konami Digital Entertainment,0.21
2005.0,Eidos Interactive,0.21
2008.0,Activision,0.21
2009.0,Namco Bandai Games,0.21
2000.0,Midway Games,0.21
2014.0,Warner Bros. Interactive Entertainment,0.21
2014.0,Ubisoft,0.21
2007.0,Namco Bandai Games,0.21
2008.0,Eidos Interactive,0.21
2011.0,Scholastic Inc.,0.21
2006.0,Tecmo Koei,0.21
2010.0,Majesco Entertainment,0.21
2005.0,THQ,0.21
2010.0,Namco Bandai Games,0.21
2007.0,Electronic Arts,0.21
2002.0,Electronic Arts,0.21
2011.0,THQ,0.21
1995.0,Acclaim Entertainment,0.21
2008.0,Activision,0.21
2005.0,Electronic Arts,0.21
1998.0,Sony Computer Entertainment,0.21
2002.0,Sega,0.21
2006.0,Namco Bandai Games,0.21
2004.0,,0.21
2010.0,Konami Digital Entertainment,0.21
2008.0,THQ,0.21
2001.0,Ubisoft,0.21
2011.0,Marvelous Interactive,0.21
2012.0,Activision,0.21
2009.0,Electronic Arts,0.21
2002.0,Zoo Digital Publishing,0.21
2009.0,Ubisoft,0.21
2002.0,Atari,0.21
2004.0,Global Star,0.21
2012.0,Nintendo,0.21
2012.0,Sega,0.21
2009.0,Ubisoft,0.21
2013.0,Trion Worlds,0.21
2011.0,Sega,0.21
2015.0,Warner Bros. Interactive Entertainment,0.21
2000.0,Infogrames,0.21
2006.0,Electronic Arts,0.21
2005.0,Atari,0.21
2010.0,Sony Computer Entertainment,0.21
2012.0,Konami Digital Entertainment,0.21
2003.0,Activision,0.21
2002.0,THQ,0.21
2014.0,Telltale Games,0.21
2006.0,Atari,0.2
2010.0,Ubisoft,0.2
2016.0,Tecmo Koei,0.2
1995.0,SNK,0.2
2009.0,505 Games,0.2
2002.0,Acclaim Entertainment,0.2
2010.0,Activision,0.2
2007.0,Ubisoft,0.2
2004.0,Atari,0.2
2011.0,THQ,0.2
2000.0,Nintendo,0.2
2008.0,Crave Entertainment,0.2
2011.0,THQ,0.2
2009.0,City Interactive,0.2
2014.0,Electronic Arts,0.2
2004.0,Capcom,0.2
2011.0,Konami Digital Entertainment,0.2
1995.0,Namco Bandai Games,0.2
2005.0,Atari,0.2
2001.0,Infogrames,0.2
2009.0,Sega,0.2
2009.0,Level 5,0.2
2010.0,Kalypso Media,0.2
2009.0,Black Bean Games,0.2
2007.0,Capcom,0.2
2008.0,Sony Computer Entertainment,0.2
2011.0,Unknown,0.2
2005.0,Konami Digital Entertainment,0.2
2005.0,Electronic Arts,0.2
2011.0,Take-Two Interactive,0.2
2006.0,Namco Bandai Games,0.2
2000.0,Sega,0.2
2002.0,Sega,0.2
2008.0,Ubisoft,0.2
2011.0,Ubisoft,0.2
2006.0,Take-Two Interactive,0.2
2000.0,Konami Digital Entertainment,0.2
2011.0,THQ,0.2
2005.0,Zoo Digital Publishing,0.2
2005.0,Crave Entertainment,0.2
1994.0,BPS,0.2
2012.0,Sega,0.2
2013.0,Nippon Ichi Software,0.2
2014.0,Tecmo Koei,0.2
2009.0,Mindscape,0.2
2008.0,Crave Entertainment,0.2
2006.0,Ignition Entertainment,0.2
2003.0,Konami Digital Entertainment,0.2
2011.0,PQube,0.2
2012.0,Nintendo,0.2
2008.0,Mindscape,0.2
2011.0,505 Games,0.2
2010.0,Sony Computer Entertainment,0.2
2015.0,Microsoft Game Studios,0.2
2009.0,Codemasters,0.2
2004.0,Play It,0.2
2005.0,THQ,0.2
1996.0,NCS,0.2
1994.0,SNK,0.2
2002.0,Midway Games,0.2
2009.0,Namco Bandai Games,0.2
2009.0,Disney Interactive Studios,0.2
2011.0,D3Publisher,0.2
2004.0,Activision,0.2
2009.0,Activision,0.2
2003.0,Namco Bandai Games,0.2
2015.0,Ubisoft,0.2
2003.0,THQ,0.2
2001.0,Infogrames,0.2
2016.0,Take-Two Interactive,0.2
2010.0,Codemasters,0.2
2004.0,Sega,0.2
2009.0,THQ,0.2
2000.0,SquareSoft,0.2
2011.0,Nippon Ichi Software,0.2
2007.0,Codemasters,0.2
2003.0,Ubisoft,0.2
2011.0,Sega,0.2
2012.0,Sony Computer Entertainment,0.2
2004.0,THQ,0.2
2016.0,Electronic Arts,0.2
1996.0,Namco Bandai Games,0.2
2011.0,505 Games,0.2
2012.0,Sega,0.2
2002.0,Sega,0.2
2003.0,Activision,0.2
2011.0,Sega,0.2
2006.0,THQ,0.2
2003.0,Namco Bandai Games,0.2
2009.0,Ubisoft,0.2
2002.0,Midway Games,0.2
2008.0,Tecmo Koei,0.2
2005.0,Electronic Arts,0.2
2001.0,Ubisoft,0.2
1996.0,ArtDink,0.2
2005.0,Namco Bandai Games,0.2
2013.0,Activision,0.2
2009.0,Take-Two Interactive,0.2
2009.0,Ubisoft,0.2
2009.0,Aspyr,0.2
2010.0,Square Enix,0.2
2010.0,Namco Bandai Games,0.2
1997.0,Interplay,0.2
2007.0,Activision,0.2
2009.0,Atari,0.2
2009.0,MTV Games,0.2
2012.0,Konami Digital Entertainment,0.2
2004.0,Electronic Arts,0.2
1998.0,Sony Computer Entertainment,0.2
2011.0,Falcom Corporation,0.2
2010.0,Konami Digital Entertainment,0.2
2010.0,Avanquest,0.2
2015.0,Deep Silver,0.2
2013.0,Warner Bros. Interactive Entertainment,0.2
2003.0,Electronic Arts,0.2
2010.0,Ubisoft,0.2
2004.0,LucasArts,0.2
2003.0,Sony Computer Entertainment,0.2
2005.0,Disney Interactive Studios,0.2
2000.0,Ubisoft,0.2
,Namco Bandai Games,0.2
1999.0,Titus,0.2
1997.0,Activision,0.2
1998.0,Kemco,0.2
2000.0,Activision,0.2
2000.0,Acclaim Entertainment,0.2
1998.0,Gremlin Interactive Ltd,0.2
2000.0,Midway Games,0.2
1999.0,Banpresto,0.2
1996.0,Atlus,0.2
2006.0,Sony Computer Entertainment,0.2
2003.0,Bethesda Softworks,0.2
2010.0,Sega,0.2
2011.0,Activision,0.2
2012.0,Agatsuma Entertainment,0.2
2008.0,Eidos Interactive,0.2
2005.0,Sony Computer Entertainment,0.2
2015.0,Activision,0.2
2002.0,Sammy Corporation,0.2
2005.0,Namco Bandai Games,0.2
2008.0,Xplosiv,0.2
2013.0,Nippon Ichi Software,0.2
1999.0,Tecmo Koei,0.2
2010.0,THQ,0.2
2010.0,Namco Bandai Games,0.2
2011.0,THQ,0.2
2012.0,Sega,0.2
2009.0,Take-Two Interactive,0.2
2002.0,Activision,0.2
1996.0,SquareSoft,0.2
2006.0,Electronic Arts,0.2
2005.0,Electronic Arts,0.2
1994.0,Sega,0.2
,Electronic Arts,0.2
2013.0,Konami Digital Entertainment,0.2
2009.0,Destineer,0.2
2016.0,Take-Two Interactive,0.2
2010.0,Konami Digital Entertainment,0.2
2007.0,Activision Value,0.2
2000.0,Ubisoft,0.2
1996.0,Sony Computer Entertainment,0.2
2008.0,Disney Interactive Studios,0.2
2011.0,THQ,0.2
2014.0,Little Orbit,0.2
2004.0,Activision,0.2
2004.0,Electronic Arts,0.2
2013.0,Konami Digital Entertainment,0.2
2005.0,Konami Digital Entertainment,0.2
2008.0,Ubisoft,0.2
2007.0,Activision,0.2
2011.0,Namco Bandai Games,0.2
2008.0,Sega,0.2
2003.0,Activision,0.2
2011.0,Ubisoft,0.2
2001.0,Acclaim Entertainment,0.2
2009.0,Electronic Arts,0.2
2012.0,Konami Digital Entertainment,0.2
2016.0,GungHo,0.2
2002.0,THQ,0.2
2008.0,Compile Heart,0.2
2008.0,THQ,0.2
2007.0,Take-Two Interactive,0.2
2004.0,Namco Bandai Games,0.2
2004.0,Namco Bandai Games,0.2
2008.0,Disney Interactive Studios,0.2
2005.0,Electronic Arts,0.2
1995.0,Acclaim Entertainment,0.2
2014.0,Ubisoft,0.2
2006.0,Ubisoft,0.2
2003.0,THQ,0.2
2006.0,505 Games,0.2
2014.0,Square Enix,0.2
2004.0,Atari,0.2
1991.0,Culture Brain,0.2
2008.0,Activision,0.2
2013.0,Capcom,0.2
2009.0,Majesco Entertainment,0.2
2002.0,Infogrames,0.2
2006.0,Crave Entertainment,0.2
2011.0,Activision,0.2
2003.0,Atari,0.2
2005.0,Ubisoft,0.2
2010.0,Konami Digital Entertainment,0.2
2008.0,Sega,0.2
2011.0,Sony Computer Entertainment,0.2
2002.0,Namco Bandai Games,0.2
2005.0,Electronic Arts,0.2
2007.0,THQ,0.2
2007.0,THQ,0.2
2002.0,THQ,0.2
2007.0,Tecmo Koei,0.2
2004.0,Mad Catz,0.2
2002.0,Vivendi Games,0.2
2000.0,Ubisoft,0.2
2001.0,THQ,0.2
2008.0,Nordcurrent,0.2
2009.0,Activision,0.2
2011.0,Konami Digital Entertainment,0.2
2006.0,Shogakukan,0.2
2002.0,Virgin Interactive,0.2
2006.0,Take-Two Interactive,0.2
2004.0,Ubisoft,0.2
2002.0,Crave Entertainment,0.2
2012.0,Namco Bandai Games,0.2
2011.0,THQ,0.2
,Atari,0.2
2016.0,Capcom,0.2
2005.0,Vivendi Games,0.2
2009.0,Konami Digital Entertainment,0.2
2012.0,Activision,0.2
2005.0,Xplosiv,0.2
2009.0,Merscom LLC,0.2
2008.0,THQ,0.2
2013.0,Nippon Ichi Software,0.2
2015.0,Rebellion Developments,0.2
2001.0,Sony Computer Entertainment,0.2
2008.0,Gust,0.2
2003.0,SCi,0.2
2002.0,BAM! Entertainment,0.2
2008.0,Tecmo Koei,0.19
2012.0,Codemasters,0.19
2008.0,Destineer,0.19
2008.0,Zoo Games,0.19
2008.0,Codemasters,0.19
2002.0,Empire Interactive,0.19
2005.0,Sony Computer Entertainment,0.19
2003.0,Vivendi Games,0.19
2006.0,Ignition Entertainment,0.19
2012.0,Nintendo,0.19
2013.0,Deep Silver,0.19
1996.0,Namco Bandai Games,0.19
2012.0,Konami Digital Entertainment,0.19
2014.0,Focus Home Interactive,0.19
2008.0,Eidos Interactive,0.19
2010.0,Konami Digital Entertainment,0.19
2009.0,Activision,0.19
2005.0,Ubisoft,0.19
2009.0,Marvelous Interactive,0.19
2009.0,Take-Two Interactive,0.19
2005.0,Sega,0.19
2008.0,Namco Bandai Games,0.19
2009.0,Ubisoft,0.19
1996.0,Nippon Telenet,0.19
2001.0,Ubisoft,0.19
2008.0,Vivendi Games,0.19
2012.0,Spike,0.19
2010.0,Sega,0.19
2006.0,Vivendi Games,0.19
2011.0,Kadokawa Shoten,0.19
2006.0,Ubisoft,0.19
2002.0,TDK Core,0.19
2009.0,Konami Digital Entertainment,0.19
1997.0,Konami Digital Entertainment,0.19
2015.0,Electronic Arts,0.19
1993.0,Sammy Corporation,0.19
2011.0,Namco Bandai Games,0.19
2010.0,Tecmo Koei,0.19
2004.0,Take-Two Interactive,0.19
2002.0,Sony Computer Entertainment,0.19
2011.0,bitComposer Games,0.19
2011.0,THQ,0.19
2009.0,Zoo Digital Publishing,0.19
2010.0,Konami Digital Entertainment,0.19
2008.0,Square Enix,0.19
2005.0,Ubisoft,0.19
2009.0,Square Enix,0.19
2009.0,Activision,0.19
2015.0,Capcom,0.19
2010.0,Foreign Media Games,0.19
1996.0,Epoch,0.19
2009.0,Deep Silver,0.19
2010.0,Astragon,0.19
2012.0,Konami Digital Entertainment,0.19
2006.0,Square Enix,0.19
2002.0,Capcom,0.19
1996.0,Konami Digital Entertainment,0.19
2010.0,Electronic Arts,0.19
2010.0,Activision,0.19
2009.0,MTV Games,0.19
2003.0,Banpresto,0.19
1998.0,Acclaim Entertainment,0.19
2013.0,Screenlife,0.19
1996.0,Interplay,0.19
2010.0,Square Enix,0.19
2010.0,Konami Digital Entertainment,0.19
2009.0,THQ,0.19
2002.0,Nintendo,0.19
2011.0,Electronic Arts,0.19
2008.0,Zoo Digital Publishing,0.19
2008.0,Eidos Interactive,0.19
2008.0,Electronic Arts,0.19
2012.0,Take-Two Interactive,0.19
2009.0,Ubisoft,0.19
2008.0,THQ,0.19
2004.0,Bethesda Softworks,0.19
2003.0,Electronic Arts,0.19
2003.0,Eidos Interactive,0.19
2016.0,Marvelous Interactive,0.19
2009.0,Activision,0.19
2010.0,Namco Bandai Games,0.19
2004.0,Atari,0.19
2002.0,Namco Bandai Games,0.19
2010.0,Activision,0.19
2003.0,Electronic Arts,0.19
2011.0,PopCap Games,0.19
2013.0,Electronic Arts,0.19
2001.0,Konami Digital Entertainment,0.19
2001.0,Acclaim Entertainment,0.19
1996.0,Konami Digital Entertainment,0.19
2010.0,Konami Digital Entertainment,0.19
2003.0,Midway Games,0.19
2013.0,Ubisoft,0.19
1996.0,SSI,0.19
1999.0,Human Entertainment,0.19
2013.0,Namco Bandai Games,0.19
2012.0,Sega,0.19
2009.0,505 Games,0.19
2015.0,Koch Media,0.19
2008.0,Ubisoft,0.19
2008.0,Rondomedia,0.19
2011.0,THQ,0.19
2006.0,Namco Bandai Games,0.19
1995.0,Sega,0.19
2008.0,Sony Computer Entertainment,0.19
2008.0,Ignition Entertainment,0.19
1998.0,Capcom,0.19
2011.0,THQ,0.19
2001.0,Sony Computer Entertainment,0.19
2005.0,Konami Digital Entertainment,0.19
2009.0,THQ,0.19
2011.0,Level 5,0.19
2004.0,THQ,0.19
2002.0,Electronic Arts,0.19
2016.0,Kadokawa Games,0.19
2011.0,THQ,0.19
2003.0,Sony Computer Entertainment,0.19
2011.0,Electronic Arts,0.19
2009.0,Ubisoft,0.19
2002.0,Konami Digital Entertainment,0.19
2004.0,Microsoft Game Studios,0.19
2011.0,Electronic Arts,0.19
2012.0,Activision,0.19
2009.0,Sony Computer Entertainment,0.19
2014.0,Idea Factory,0.19
1996.0,GT Interactive,0.19
1997.0,GT Interactive,0.19
1997.0,Video System,0.19
1997.0,Compile,0.19
1996.0,Imagineer,0.19
1998.0,GT Interactive,0.19
1999.0,NewKidCo,0.19
2015.0,Nintendo,0.19
2009.0,Performance Designed Products,0.19
2008.0,Namco Bandai Games,0.19
2009.0,Ubisoft,0.19
2011.0,Electronic Arts,0.19
2004.0,Konami Digital Entertainment,0.19
2013.0,Deep Silver,0.19
2013.0,Ubisoft,0.19
2008.0,Activision,0.19
2002.0,Electronic Arts,0.19
2010.0,Spike,0.19
1996.0,Mindscape,0.19
2011.0,Electronic Arts,0.19
2010.0,Take-Two Interactive,0.19
2008.0,Sega,0.19
2011.0,Tecmo Koei,0.19
2010.0,THQ,0.19
2000.0,Konami Digital Entertainment,0.19
2002.0,Media Rings,0.19
2005.0,Eidos Interactive,0.19
2013.0,Xseed Games,0.19
2006.0,Namco Bandai Games,0.19
2006.0,D3Publisher,0.19
2010.0,505 Games,0.19
2010.0,Ubisoft,0.19
2003.0,Universal Interactive,0.19
2016.0,Sony Computer Entertainment,0.19
2011.0,Activision,0.19
2010.0,Ubisoft,0.19
2007.0,Electronic Arts,0.19
2002.0,Activision,0.19
2006.0,Sega,0.19
2002.0,Atari,0.19
2015.0,Namco Bandai Games,0.19
