Platform,Genre,Global_Sales
Wii,Action,0.18
PSV,Adventure,0.18
XB,Platform,0.18
SAT,Fighting,0.18
PS2,Racing,0.18
PS2,Adventure,0.18
DS,Action,0.18
XB,Shooter,0.18
Wii,Action,0.18
PS4,Action,0.18
GBA,Strategy,0.18
PC,Shooter,0.18
DS,Sports,0.18
PS2,Role-Playing,0.18
Wii,Platform,0.18
X360,Misc,0.18
PS,Action,0.18
PC,Shooter,0.18
GBA,Adventure,0.18
DS,Action,0.18
PSP,Action,0.18
GB,Strategy,0.18
PS2,Misc,0.18
Wii,Adventure,0.18
PC,Strategy,0.18
XOne,Misc,0.18
XB,Role-Playing,0.18
XB,Shooter,0.18
Wii,Simulation,0.18
XB,Misc,0.18
PS,Action,0.18
PS3,Action,0.18
X360,Action,0.18
N64,Sports,0.18
WS,Role-Playing,0.18
PS,Platform,0.18
PS2,Shooter,0.18
X360,Action,0.18
GBA,Misc,0.18
PS2,Sports,0.18
PC,Racing,0.18
PSP,Strategy,0.18
3DS,Misc,0.18
Wii,Misc,0.18
PS2,Action,0.18
PSP,Misc,0.18
Wii,Misc,0.18
3DS,Action,0.18
GC,Fighting,0.18
DS,Action,0.18
Wii,Misc,0.18
SNES,Sports,0.18
X360,Action,0.18
DS,Simulation,0.18
Wii,Misc,0.18
PS3,Role-Playing,0.18
DS,Puzzle,0.18
GC,Sports,0.18
PSV,Role-Playing,0.18
PC,Action,0.18
SAT,Fighting,0.18
GBA,Misc,0.18
3DS,Role-Playing,0.18
DS,Misc,0.18
XB,Racing,0.18
PS3,Fighting,0.18
PS3,Sports,0.18
X360,Platform,0.18
PSV,Fighting,0.18
SNES,Strategy,0.18
X360,Sports,0.18
PS4,Role-Playing,0.18
XB,Shooter,0.18
PS,Misc,0.18
PSP,Action,0.18
PS2,Role-Playing,0.18
PS2,Racing,0.18
PS,Adventure,0.18
PC,Sports,0.18
PC,Action,0.18
XB,Sports,0.18
DS,Simulation,0.18
N64,Misc,0.18
N64,Racing,0.18
SNES,Shooter,0.18
PSV,Role-Playing,0.18
GC,Action,0.18
PS2,Simulation,0.18
WiiU,Misc,0.18
XB,Platform,0.18
PS3,Racing,0.18
DS,Racing,0.18
DS,Adventure,0.18
GBA,Adventure,0.18
PS3,Racing,0.18
DC,Sports,0.18
PS2,Puzzle,0.18
XB,Action,0.18
PC,Shooter,0.18
X360,Action,0.18
PS3,Shooter,0.18
PC,Role-Playing,0.18
3DS,Misc,0.18
GC,Shooter,0.18
X360,Racing,0.18
X360,Action,0.18
PS3,Misc,0.18
Wii,Sports,0.18
SAT,Racing,0.18
Wii,Action,0.18
PS,Action,0.18
PC,Shooter,0.18
GBA,Sports,0.18
DS,Action,0.18
PC,Shooter,0.18
GBA,Misc,0.18
PS2,Racing,0.18
X360,Action,0.18
PC,Sports,0.18
XB,Action,0.18
PS3,Shooter,0.18
PS2,Strategy,0.18
PC,Shooter,0.18
DS,Misc,0.18
3DS,Sports,0.18
Wii,Adventure,0.18
GC,Sports,0.18
PS4,Action,0.18
X360,Racing,0.18
PS,Misc,0.18
PSP,Action,0.18
PS2,Action,0.18
Wii,Action,0.18
GC,Platform,0.18
Wii,Puzzle,0.18
PS,Sports,0.18
PS2,Sports,0.18
X360,Shooter,0.18
PS,Action,0.18
PS2,Action,0.18
PS2,Misc,0.18
PS,Action,0.18
PSV,Role-Playing,0.18
GC,Adventure,0.18
PS2,Simulation,0.18
PS2,Action,0.18
GBA,Misc,0.18
PS3,Sports,0.18
PS2,Sports,0.18
DS,Sports,0.18
PSP,Strategy,0.18
X360,Shooter,0.18
PSP,Strategy,0.18
XB,Racing,0.18
GBA,Platform,0.18
GBA,Sports,0.18
DS,Role-Playing,0.18
DS,Simulation,0.18
PS3,Action,0.18
PS2,Racing,0.18
Wii,Racing,0.18
PS2,Fighting,0.18
Wii,Sports,0.18
PS2,Sports,0.18
X360,Action,0.18
DS,Action,0.18
DS,Platform,0.18
GBA,Sports,0.18
DS,Adventure,0.18
Wii,Sports,0.18
PC,Shooter,0.18
PS,Sports,0.18
PS,Adventure,0.18
X360,Sports,0.18
X360,Sports,0.18
DS,Adventure,0.18
GBA,Sports,0.18
XB,Sports,0.18
GBA,Platform,0.18
PS2,Role-Playing,0.18
PS2,Sports,0.18
XB,Sports,0.18
XB,Misc,0.18
PS3,Misc,0.18
PS3,Action,0.18
XB,Sports,0.18
DS,Misc,0.18
DS,Misc,0.18
PS2,Sports,0.18
Wii,Fighting,0.18
PSP,Misc,0.17
PS2,Action,0.17
PS3,Misc,0.17
PS3,Sports,0.17
PS2,Sports,0.17
DS,Adventure,0.17
PS2,Shooter,0.17
PS3,Strategy,0.17
3DS,Misc,0.17
DS,Sports,0.17
PS3,Action,0.17
PC,Adventure,0.17
DS,Adventure,0.17
PS,Adventure,0.17
PS3,Racing,0.17
PSV,Sports,0.17
PS2,Sports,0.17
GBA,Action,0.17
PSV,Action,0.17
GBA,Sports,0.17
PS3,Action,0.17
PS2,Sports,0.17
GC,Platform,0.17
PS2,Adventure,0.17
GC,Platform,0.17
PS3,Action,0.17
PS4,Adventure,0.17
XOne,Misc,0.17
DS,Sports,0.17
PS,Fighting,0.17
DS,Adventure,0.17
GBA,Misc,0.17
PS2,Shooter,0.17
PS3,Sports,0.17
GC,Sports,0.17
PS3,Sports,0.17
DS,Role-Playing,0.17
PS2,Sports,0.17
PS3,Action,0.17
DS,Strategy,0.17
GC,Action,0.17
XB,Sports,0.17
PS,Fighting,0.17
PC,Role-Playing,0.17
X360,Sports,0.17
PS,Action,0.17
DS,Sports,0.17
Wii,Simulation,0.17
DS,Action,0.17
PS2,Sports,0.17
PS3,Fighting,0.17
DS,Puzzle,0.17
Wii,Sports,0.17
PS4,Action,0.17
GC,Platform,0.17
PC,Role-Playing,0.17
X360,Sports,0.17
X360,Action,0.17
GC,Action,0.17
XB,Shooter,0.17
PS3,Platform,0.17
PSP,Action,0.17
PS2,Action,0.17
GBA,Sports,0.17
PS2,Shooter,0.17
XB,Misc,0.17
PS3,Action,0.17
GC,Fighting,0.17
DS,Puzzle,0.17
PS,Platform,0.17
GB,Sports,0.17
SAT,Fighting,0.17
DS,Action,0.17
Wii,Adventure,0.17
PSV,Action,0.17
PS,Strategy,0.17
PS,Adventure,0.17
DS,Shooter,0.17
XB,Shooter,0.17
XB,Shooter,0.17
PSP,Platform,0.17
PS2,Racing,0.17
PS2,Strategy,0.17
GBA,Misc,0.17
DS,Action,0.17
PS2,Sports,0.17
PS2,Action,0.17
3DS,Role-Playing,0.17
PC,Strategy,0.17
DS,Action,0.17
PS2,Sports,0.17
PS,Action,0.17
PS3,Action,0.17
X360,Sports,0.17
X360,Action,0.17
PS,Fighting,0.17
PS2,Action,0.17
PS2,Role-Playing,0.17
PS2,Role-Playing,0.17
Wii,Misc,0.17
WS,Strategy,0.17
GC,Platform,0.17
GBA,Platform,0.17
PSP,Action,0.17
PSP,Sports,0.17
Wii,Sports,0.17
PSP,Action,0.17
PS3,Sports,0.17
XB,Action,0.17
X360,Role-Playing,0.17
PSP,Sports,0.17
PSP,Action,0.17
DC,Racing,0.17
PS,Fighting,0.17
X360,Action,0.17
Wii,Sports,0.17
Wii,Puzzle,0.17
XB,Action,0.17
PS3,Misc,0.17
PSP,Sports,0.17
3DS,Action,0.17
GBA,Action,0.17
X360,Action,0.17
PS,Platform,0.17
GBA,Misc,0.17
Wii,Puzzle,0.17
Wii,Misc,0.17
X360,Action,0.17
PS2,Action,0.17
X360,Racing,0.17
PSP,Misc,0.17
N64,Racing,0.17
N64,Adventure,0.17
N64,Shooter,0.17
XB,Action,0.17
GBA,Misc,0.17
Wii,Simulation,0.17
GBA,Misc,0.17
PS3,Role-Playing,0.17
PS2,Sports,0.17
PSP,Action,0.17
PS2,Misc,0.17
PS2,Adventure,0.17
GBA,Action,0.17
PC,Strategy,0.17
PSP,Sports,0.17
PS,Role-Playing,0.17
Wii,Misc,0.17
PS4,Sports,0.17
X360,Adventure,0.17
DS,Misc,0.17
PS2,Role-Playing,0.17
GBA,Adventure,0.17
DS,Action,0.17
PS2,Sports,0.17
PS,Action,0.17
Wii,Puzzle,0.17
X360,Misc,0.17
PS2,Action,0.17
X360,Action,0.17
X360,Action,0.17
PS2,Action,0.17
GBA,Misc,0.17
Wii,Simulation,0.17
Wii,Misc,0.17
SNES,Shooter,0.17
PS2,Shooter,0.17
PS,Action,0.17
PS2,Action,0.17
PS,Action,0.17
PS2,Fighting,0.17
PS4,Racing,0.17
GC,Sports,0.17
X360,Racing,0.17
X360,Action,0.17
GBA,Shooter,0.17
PS2,Fighting,0.17
GC,Platform,0.17
PS,Role-Playing,0.17
PS2,Sports,0.17
XB,Shooter,0.17
PS,Racing,0.17
PS,Sports,0.17
3DS,Misc,0.17
XB,Action,0.17
PSV,Role-Playing,0.17
PS,Racing,0.17
Wii,Action,0.17
PS2,Sports,0.17
PS2,Misc,0.17
DS,Fighting,0.17
PS,Adventure,0.17
PS,Action,0.17
Wii,Sports,0.17
PS4,Sports,0.17
GC,Platform,0.17
Wii,Misc,0.17
PSP,Racing,0.17
DS,Platform,0.17
PS2,Role-Playing,0.17
X360,Simulation,0.17
PS,Misc,0.17
PS2,Racing,0.17
PS4,Role-Playing,0.17
PS3,Action,0.17
XB,Fighting,0.17
DS,Puzzle,0.17
XB,Action,0.17
PS4,Action,0.17
PS2,Role-Playing,0.17
GC,Role-Playing,0.17
PS3,Racing,0.17
X360,Sports,0.17
GBA,Racing,0.17
GBA,Shooter,0.17
SNES,Strategy,0.17
DS,Misc,0.17
DS,Adventure,0.17
SNES,Sports,0.17
DS,Misc,0.17
SNES,Fighting,0.17
3DS,Role-Playing,0.17
XOne,Shooter,0.17
XB,Shooter,0.17
3DS,Action,0.17
X360,Sports,0.17
DS,Action,0.17
PS3,Shooter,0.17
PS2,Misc,0.17
GC,Misc,0.17
XB,Adventure,0.17
GBA,Misc,0.17
Wii,Platform,0.17
PS3,Action,0.17
PS2,Sports,0.17
DS,Action,0.17
SAT,Action,0.17
PC,Role-Playing,0.17
3DS,Role-Playing,0.17
X360,Simulation,0.17
DS,Misc,0.17
PS3,Sports,0.17
PS4,Action,0.17
SNES,Sports,0.17
GC,Adventure,0.17
PC,Simulation,0.17
X360,Action,0.17
XB,Racing,0.17
3DS,Role-Playing,0.17
PS3,Sports,0.17
PS3,Action,0.17
2600,Action,0.17
2600,Action,0.17
2600,Action,0.17
SAT,Shooter,0.17
X360,Strategy,0.16
PS3,Role-Playing,0.16
PS2,Platform,0.16
PSV,Action,0.16
Wii,Strategy,0.16
PS3,Action,0.16
PSV,Role-Playing,0.16
PS2,Racing,0.16
PS2,Role-Playing,0.16
PS2,Racing,0.16
Wii,Puzzle,0.16
GBA,Racing,0.16
PS3,Role-Playing,0.16
PS3,Action,0.16
X360,Adventure,0.16
PS,Shooter,0.16
PS2,Sports,0.16
PSP,Role-Playing,0.16
PSP,Action,0.16
3DS,Racing,0.16
DS,Misc,0.16
Wii,Shooter,0.16
PS3,Action,0.16
DS,Role-Playing,0.16
X360,Action,0.16
PS2,Sports,0.16
Wii,Action,0.16
PS2,Racing,0.16
PSP,Fighting,0.16
DS,Fighting,0.16
X360,Action,0.16
DS,Action,0.16
GC,Shooter,0.16
DS,Sports,0.16
PS2,Platform,0.16
PS,Misc,0.16
GBA,Simulation,0.16
PS2,Adventure,0.16
PS3,Action,0.16
GBA,Action,0.16
Wii,Racing,0.16
Wii,Action,0.16
PC,Strategy,0.16
Wii,Action,0.16
Wii,Action,0.16
PS2,Simulation,0.16
3DS,Adventure,0.16
DS,Action,0.16
Wii,Fighting,0.16
PS2,Adventure,0.16
GBA,Action,0.16
PSP,Role-Playing,0.16
X360,Action,0.16
PS,Role-Playing,0.16
PSP,Misc,0.16
GBA,Sports,0.16
PS,Sports,0.16
GC,Misc,0.16
GC,Racing,0.16
DS,Strategy,0.16
PS,Sports,0.16
PS,Racing,0.16
XB,Strategy,0.16
PS3,Simulation,0.16
PS2,Misc,0.16
Wii,Sports,0.16
X360,Sports,0.16
PS4,Action,0.16
SNES,Adventure,0.16
3DS,Role-Playing,0.16
GC,Racing,0.16
X360,Misc,0.16
Wii,Sports,0.16
DS,Simulation,0.16
X360,Racing,0.16
XB,Shooter,0.16
PS2,Misc,0.16
PS2,Platform,0.16
PS3,Action,0.16
DS,Puzzle,0.16
DS,Misc,0.16
PS2,Adventure,0.16
PS2,Action,0.16
PS3,Action,0.16
Wii,Platform,0.16
PS2,Adventure,0.16
PSP,Strategy,0.16
PS3,Shooter,0.16
XB,Action,0.16
PS2,Sports,0.16
GC,Action,0.16
SNES,Sports,0.16
PS,Adventure,0.16
PS3,Sports,0.16
GC,Platform,0.16
DS,Action,0.16
PSP,Strategy,0.16
PS2,Role-Playing,0.16
PS2,Sports,0.16
PS2,Shooter,0.16
X360,Misc,0.16
GBA,Racing,0.16
PS2,Fighting,0.16
SNES,Sports,0.16
Wii,Fighting,0.16
PS2,Misc,0.16
PSP,Strategy,0.16
GC,Action,0.16
Wii,Sports,0.16
PS3,Fighting,0.16
DS,Adventure,0.16
XOne,Action,0.16
DS,Sports,0.16
DS,Strategy,0.16
SNES,Simulation,0.16
Wii,Sports,0.16
PSP,Action,0.16
PC,Sports,0.16
GBA,Action,0.16
PS,Sports,0.16
N64,Fighting,0.16
N64,Shooter,0.16
N64,Action,0.16
N64,Sports,0.16
N64,Fighting,0.16
N64,Racing,0.16
N64,Shooter,0.16
N64,Strategy,0.16
N64,Racing,0.16
N64,Action,0.16
N64,Misc,0.16
N64,Simulation,0.16
X360,Role-Playing,0.16
DS,Puzzle,0.16
DS,Action,0.16
DS,Misc,0.16
PSP,Simulation,0.16
PC,Racing,0.16
PSP,Simulation,0.16
PS2,Fighting,0.16
X360,Adventure,0.16
PS2,Role-Playing,0.16
XB,Sports,0.16
PS3,Shooter,0.16
X360,Sports,0.16
DS,Simulation,0.16
PS3,Sports,0.16
DS,Sports,0.16
DS,Adventure,0.16
PS3,Simulation,0.16
Wii,Action,0.16
PSV,Action,0.16
DS,Action,0.16
PS2,Adventure,0.16
DS,Role-Playing,0.16
PC,Shooter,0.16
SNES,Sports,0.16
X360,Sports,0.16
PSP,Sports,0.16
Wii,Misc,0.16
X360,Sports,0.16
Wii,Misc,0.16
PS2,Racing,0.16
PSP,Fighting,0.16
PS,Sports,0.16
DS,Action,0.16
X360,Action,0.16
PS,Sports,0.16
Wii,Action,0.16
X360,Misc,0.16
DS,Action,0.16
PS3,Fighting,0.16
PS,Sports,0.16
SAT,Adventure,0.16
DS,Misc,0.16
Wii,Strategy,0.16
PSV,Adventure,0.16
GBA,Racing,0.16
SNES,Fighting,0.16
PS3,Sports,0.16
GBA,Racing,0.16
PS,Racing,0.16
DS,Misc,0.16
GBA,Puzzle,0.16
DS,Misc,0.16
WiiU,Action,0.16
Wii,Adventure,0.16
Wii,Misc,0.16
DS,Sports,0.16
PSP,Sports,0.16
Wii,Sports,0.16
PC,Shooter,0.16
DS,Misc,0.16
PS3,Misc,0.16
GBA,Action,0.16
PS3,Role-Playing,0.16
PS4,Adventure,0.16
PS,Misc,0.16
X360,Sports,0.16
PS,Sports,0.16
X360,Action,0.16
PS,Fighting,0.16
PS2,Shooter,0.16
DS,Puzzle,0.16
PSP,Misc,0.16
Wii,Adventure,0.16
PS,Shooter,0.16
PSP,Strategy,0.16
GC,Sports,0.16
DS,Adventure,0.16
XOne,Strategy,0.16
Wii,Sports,0.16
PS4,Fighting,0.16
Wii,Misc,0.16
DS,Misc,0.16
3DS,Role-Playing,0.16
PC,Racing,0.16
3DS,Misc,0.16
X360,Simulation,0.16
DS,Action,0.16
Wii,Action,0.16
GBA,Racing,0.16
XB,Shooter,0.16
PS,Racing,0.16
DS,Puzzle,0.16
GC,Sports,0.16
PS2,Fighting,0.16
XB,Sports,0.16
PSP,Sports,0.16
PSP,Shooter,0.16
PS2,Shooter,0.16
XOne,Adventure,0.16
PSP,Role-Playing,0.16
Wii,Puzzle,0.16
Wii,Misc,0.16
3DS,Role-Playing,0.16
PS,Action,0.16
PC,Action,0.16
PS3,Action,0.16
PS3,Misc,0.16
DS,Action,0.16
DS,Simulation,0.16
PS2,Misc,0.16
3DS,Action,0.16
DS,Action,0.16
X360,Action,0.16
X360,Action,0.16
GBA,Action,0.16
DS,Puzzle,0.16
PS4,Platform,0.16
PS,Racing,0.16
PS,Action,0.16
Wii,Sports,0.16
DS,Action,0.16
GBA,Sports,0.16
PS,Racing,0.15
PS,Misc,0.15
PS,Racing,0.15
DS,Fighting,0.15
Wii,Simulation,0.15
GBA,Fighting,0.15
PS,Racing,0.15
X360,Sports,0.15
PS2,Racing,0.15
PC,Shooter,0.15
X360,Platform,0.15
PS2,Shooter,0.15
DS,Racing,0.15
3DS,Adventure,0.15
PS3,Action,0.15
PSP,Puzzle,0.15
PS2,Misc,0.15
DS,Puzzle,0.15
X360,Action,0.15
DS,Shooter,0.15
GC,Racing,0.15
PS2,Racing,0.15
PS3,Sports,0.15
DS,Role-Playing,0.15
PS2,Role-Playing,0.15
XB,Platform,0.15
X360,Strategy,0.15
PS3,Sports,0.15
PSP,Sports,0.15
GC,Platform,0.15
PC,Adventure,0.15
3DS,Simulation,0.15
GC,Sports,0.15
GC,Sports,0.15
GC,Racing,0.15
XOne,Sports,0.15
DS,Puzzle,0.15
X360,Action,0.15
PS2,Role-Playing,0.15
X360,Racing,0.15
PS,Misc,0.15
2600,Puzzle,0.15
2600,Action,0.15
SAT,Puzzle,0.15
2600,Sports,0.15
PSP,Sports,0.15
3DS,Action,0.15
XB,Racing,0.15
DS,Action,0.15
PS3,Action,0.15
DS,Simulation,0.15
XB,Strategy,0.15
XOne,Action,0.15
XB,Action,0.15
GBA,Misc,0.15
PSP,Fighting,0.15
GC,Platform,0.15
PS,Racing,0.15
Wii,Action,0.15
X360,Shooter,0.15
PS2,Racing,0.15
PS2,Sports,0.15
PS2,Misc,0.15
DS,Strategy,0.15
Wii,Shooter,0.15
GC,Shooter,0.15
Wii,Simulation,0.15
PSP,Adventure,0.15
DS,Platform,0.15
PS2,Sports,0.15
PS3,Simulation,0.15
DS,Racing,0.15
X360,Action,0.15
SAT,Strategy,0.15
PS3,Role-Playing,0.15
GC,Platform,0.15
DS,Action,0.15
PC,Action,0.15
PS2,Action,0.15
DS,Puzzle,0.15
Wii,Sports,0.15
PS2,Sports,0.15
GBA,Adventure,0.15
3DS,Misc,0.15
DS,Sports,0.15
3DS,Platform,0.15
PS,Action,0.15
Wii,Sports,0.15
PS3,Action,0.15
PS3,Action,0.15
Wii,Shooter,0.15
DS,Action,0.15
PSP,Action,0.15
SAT,Fighting,0.15
SNES,Role-Playing,0.15
PSV,Action,0.15
GBA,Action,0.15
Wii,Puzzle,0.15
GC,Action,0.15
XB,Sports,0.15
XB,Shooter,0.15
PS,Adventure,0.15
GC,Action,0.15
PSP,Role-Playing,0.15
DS,Puzzle,0.15
PS3,Sports,0.15
PC,Simulation,0.15
X360,Action,0.15
GC,Platform,0.15
DS,Misc,0.15
PS,Sports,0.15
DS,Misc,0.15
XB,Fighting,0.15
X360,Role-Playing,0.15
PSP,Adventure,0.15
XB,Shooter,0.15
PS2,Adventure,0.15
PSV,Role-Playing,0.15
SNES,Sports,0.15
PS2,Sports,0.15
X360,Shooter,0.15
Wii,Action,0.15
Wii,Misc,0.15
PS3,Shooter,0.15
PS2,Fighting,0.15
PS3,Sports,0.15
PS2,Role-Playing,0.15
PS4,Fighting,0.15
PC,Action,0.15
3DS,Action,0.15
PS3,Action,0.15
XOne,Misc,0.15
GBA,Misc,0.15
PS2,Racing,0.15
PSV,Role-Playing,0.15
GC,Simulation,0.15
SAT,Sports,0.15
PSP,Action,0.15
PSV,Role-Playing,0.15
PSP,Role-Playing,0.15
3DS,Simulation,0.15
GBA,Action,0.15
PS2,Shooter,0.15
PS2,Sports,0.15
XOne,Platform,0.15
N64,Sports,0.15
N64,Platform,0.15
N64,Adventure,0.15
N64,Fighting,0.15
PSV,Role-Playing,0.15
GC,Sports,0.15
Wii,Action,0.15
DS,Simulation,0.15
PS,Action,0.15
XB,Fighting,0.15
XB,Racing,0.15
PSV,Role-Playing,0.15
Wii,Adventure,0.15
Wii,Sports,0.15
SNES,Puzzle,0.15
Wii,Action,0.15
XB,Shooter,0.15
Wii,Racing,0.15
PS3,Shooter,0.15
XB,Action,0.15
PS3,Sports,0.15
PS2,Shooter,0.15
GC,Action,0.15
DS,Puzzle,0.15
Wii,Action,0.15
X360,Misc,0.15
PS,Strategy,0.15
GBA,Sports,0.15
XB,Action,0.15
PS,Sports,0.15
PS3,Sports,0.15
Wii,Racing,0.15
PS3,Action,0.15
PS2,Racing,0.15
GC,Action,0.15
GBA,Misc,0.15
X360,Simulation,0.15
GC,Adventure,0.15
PS2,Misc,0.15
PS,Fighting,0.15
Wii,Misc,0.15
GBA,Fighting,0.15
DS,Role-Playing,0.15
SAT,Shooter,0.15
DS,Racing,0.15
PS4,Action,0.15
Wii,Adventure,0.15
GEN,Fighting,0.15
PS3,Action,0.15
PS2,Fighting,0.15
PS,Sports,0.15
DS,Puzzle,0.15
DS,Sports,0.15
Wii,Puzzle,0.15
Wii,Sports,0.15
DC,Adventure,0.15
PS2,Sports,0.15
XB,Misc,0.15
PS2,Shooter,0.15
GC,Action,0.15
GC,Action,0.15
PSP,Adventure,0.15
Wii,Sports,0.15
XB,Platform,0.15
PSV,Adventure,0.15
PSP,Simulation,0.15
XB,Role-Playing,0.15
PC,Racing,0.15
XB,Sports,0.15
DS,Misc,0.15
X360,Action,0.15
PSP,Misc,0.15
PSP,Fighting,0.15
X360,Sports,0.15
GC,Action,0.15
PS,Racing,0.15
PS4,Action,0.15
PSV,Racing,0.15
PS,Platform,0.15
PS,Strategy,0.15
PS,Adventure,0.15
XB,Platform,0.15
PS2,Simulation,0.15
DS,Action,0.15
PSV,Adventure,0.15
3DS,Action,0.15
XOne,Role-Playing,0.15
XB,Sports,0.15
DS,Role-Playing,0.15
GBA,Sports,0.15
3DS,Platform,0.15
X360,Action,0.15
GBA,Shooter,0.15
X360,Role-Playing,0.15
PS,Adventure,0.15
DS,Shooter,0.15
XB,Misc,0.15
PS,Role-Playing,0.15
DS,Platform,0.15
PC,Shooter,0.15
PS3,Sports,0.15
DS,Misc,0.15
3DS,Misc,0.15
Wii,Sports,0.15
DS,Sports,0.15
PS,Racing,0.15
GBA,Misc,0.15
GC,Shooter,0.15
PS,Simulation,0.15
X360,Action,0.15
XB,Racing,0.15
DS,Misc,0.15
PSP,Role-Playing,0.15
PS2,Racing,0.15
PSP,Role-Playing,0.15
DS,Misc,0.15
PS2,Sports,0.15
DS,Puzzle,0.15
DS,Sports,0.15
SAT,Fighting,0.15
GBA,Misc,0.15
GBA,Role-Playing,0.15
X360,Racing,0.15
Wii,Strategy,0.15
DS,Misc,0.15
XB,Fighting,0.15
PS,Role-Playing,0.15
PSV,Action,0.15
DS,Action,0.15
GBA,Action,0.15
DS,Shooter,0.15
GC,Sports,0.15
DS,Role-Playing,0.14
XB,Action,0.14
PSP,Role-Playing,0.14
PS2,Role-Playing,0.14
PSP,Platform,0.14
PS2,Adventure,0.14
PS2,Fighting,0.14
DS,Misc,0.14
PSV,Action,0.14
GBA,Sports,0.14
XB,Racing,0.14
GEN,Role-Playing,0.14
DS,Platform,0.14
PS,Puzzle,0.14
3DS,Sports,0.14
3DS,Action,0.14
PSV,Role-Playing,0.14
PS,Sports,0.14
PS2,Shooter,0.14
PS2,Action,0.14
GB,Adventure,0.14
SCD,Strategy,0.14
GBA,Platform,0.14
PS2,Action,0.14
PS,Action,0.14
Wii,Action,0.14
DS,Simulation,0.14
DS,Puzzle,0.14
X360,Racing,0.14
DS,Adventure,0.14
PS2,Role-Playing,0.14
Wii,Action,0.14
GC,Action,0.14
PS2,Action,0.14
PS2,Platform,0.14
DS,Role-Playing,0.14
PS3,Action,0.14
Wii,Misc,0.14
PS,Racing,0.14
XOne,Action,0.14
GBA,Platform,0.14
PSP,Action,0.14
PC,Role-Playing,0.14
DS,Puzzle,0.14
PSV,Action,0.14
PS,Fighting,0.14
DS,Racing,0.14
Wii,Misc,0.14
PS2,Adventure,0.14
DS,Action,0.14
PS2,Adventure,0.14
PS2,Role-Playing,0.14
X360,Action,0.14
PC,Shooter,0.14
PS,Racing,0.14
PSP,Action,0.14
DS,Action,0.14
GC,Simulation,0.14
GBA,Misc,0.14
GB,Role-Playing,0.14
PS2,Puzzle,0.14
Wii,Action,0.14
PC,Strategy,0.14
PSP,Racing,0.14
PS,Action,0.14
PS,Strategy,0.14
PSP,Misc,0.14
GC,Sports,0.14
3DS,Platform,0.14
PC,Shooter,0.14
DS,Sports,0.14
Wii,Fighting,0.14
PS3,Role-Playing,0.14
PS3,Racing,0.14
DC,Fighting,0.14
PS2,Sports,0.14
DS,Role-Playing,0.14
PSP,Adventure,0.14
3DS,Action,0.14
PS2,Misc,0.14
DS,Simulation,0.14
PSP,Role-Playing,0.14
XB,Action,0.14
PC,Role-Playing,0.14
XB,Sports,0.14
XB,Sports,0.14
PSP,Role-Playing,0.14
DS,Action,0.14
Wii,Simulation,0.14
PSP,Role-Playing,0.14
Wii,Misc,0.14
DS,Role-Playing,0.14
GBA,Shooter,0.14
PS3,Action,0.14
PS3,Role-Playing,0.14
PS,Action,0.14
PS2,Misc,0.14
PSP,Role-Playing,0.14
XB,Racing,0.14
PS3,Action,0.14
DC,Fighting,0.14
XB,Action,0.14
PS,Role-Playing,0.14
DS,Fighting,0.14
PS,Shooter,0.14
PS2,Puzzle,0.14
PSP,Sports,0.14
GBA,Role-Playing,0.14
PSP,Sports,0.14
XB,Sports,0.14
3DS,Action,0.14
PS2,Adventure,0.14
PS2,Action,0.14
2600,Action,0.14
GB,Role-Playing,0.14
PC,Role-Playing,0.14
DS,Action,0.14
GBA,Platform,0.14
PS2,Action,0.14
WiiU,Action,0.14
DS,Puzzle,0.14
DS,Adventure,0.14
XB,Platform,0.14
DS,Racing,0.14
DS,Simulation,0.14
DS,Action,0.14
GC,Shooter,0.14
GC,Action,0.14
PS2,Sports,0.14
PS,Adventure,0.14
DS,Role-Playing,0.14
PS,Racing,0.14
PS,Strategy,0.14
3DS,Action,0.14
PS3,Sports,0.14
PS2,Sports,0.14
PSP,Adventure,0.14
PS,Racing,0.14
PS2,Action,0.14
X360,Simulation,0.14
PS,Fighting,0.14
XB,Platform,0.14
DS,Platform,0.14
PC,Action,0.14
PS2,Role-Playing,0.14
PSP,Strategy,0.14
X360,Action,0.14
PS2,Sports,0.14
PS2,Shooter,0.14
PSP,Strategy,0.14
X360,Action,0.14
WiiU,Action,0.14
PS3,Sports,0.14
PS,Sports,0.14
PS3,Misc,0.14
PS,Role-Playing,0.14
Wii,Misc,0.14
PSP,Role-Playing,0.14
N64,Action,0.14
N64,Racing,0.14
N64,Sports,0.14
GC,Role-Playing,0.14
N64,Action,0.14
PS,Role-Playing,0.14
PSV,Fighting,0.14
PS2,Fighting,0.14
DS,Misc,0.14
PS2,Shooter,0.14
X360,Sports,0.14
PS,Shooter,0.14
GC,Adventure,0.14
DC,Fighting,0.14
Wii,Sports,0.14
PS,Sports,0.14
PS2,Adventure,0.14
X360,Simulation,0.14
PS,Platform,0.14
PSP,Action,0.14
PS3,Puzzle,0.14
DS,Racing,0.14
DS,Action,0.14
GBA,Action,0.14
XB,Fighting,0.14
3DS,Action,0.14
X360,Action,0.14
PS2,Racing,0.14
PS,Adventure,0.14
GBA,Action,0.14
SAT,Adventure,0.14
Wii,Role-Playing,0.14
X360,Misc,0.14
3DS,Action,0.14
PS,Sports,0.14
GBA,Platform,0.14
DS,Sports,0.14
XB,Strategy,0.14
XB,Adventure,0.14
PS,Sports,0.14
